title,url,event_id,description
CS Women's Volleyball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1342980028,1342980028,"Wednesday, January 21, 2026, 7 - 9:30pm Woodruff PE Center Court #3"
CS Swimming,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1343066431,1343066431,"Thursday, January 22, 2026, 7 - 8:30pm Woodruff PE Center Pool lap lane"
Agnition Competition Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1351038451,1351038451,"Tuesday, January 20, 2026, 8 - 10:45pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
CS Men's Volleyball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1342980027,1342980027,"Wednesday, January 21, 2026, 7:30 - 10pm Woodruff PE Center Court #2, Woodruff PE Center Court #1"
CS Badminton,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1342980030,1342980030,"Thursday, January 22, 2026, 7 - 9:30pm Woodruff PE Center Court #3"
Agnition Competition Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1351036341,1351036341,"Tuesday, January 20, 2026, 8 - 10:45pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
CS Baseball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1342979773,1342979773,"Wednesday, January 21, 2026, 8 - 10pm Woodruff PE Center Candler Field #3, Woodruff PE Center Candler Field #4"
CS Fencing,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1342980029,1342980029,"Thursday, January 22, 2026, 7 - 9pm Woodruff PE Center Court #4"
Suri Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1347803561,1347803561,"Wednesday, January 21, 2026, 8 - 10pm Woodruff PE Center Aerobics Room"
EDC Rehearsals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1353014089,1353014089,"Thursday, January 22, 2026, 7:30 - 9:30pm Woodruff PE Center - Dance Studio"
Suri Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1347803562,1347803562,"Thursday, January 22, 2026, 7:30 - 10pm Woodruff PE Center Aerobics Room"
ASO Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1347802736,1347802736,"Thursday, January 22, 2026, 9 - 10:45pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
WBB Pregame Meal,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1336281931,1336281931,"Sunday, January 25, 2026, 9:30 - 10:30am Woodruff PE Center Large class room"
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290411684,1290411684,"Monday, January 26, 2026, 6 - 8am Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290411686,1290411686,"Tuesday, January 27, 2026, 6 - 8am Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290411687,1290411687,"Wednesday, January 28, 2026, 6 - 8am Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290411688,1290411688,"Thursday, January 29, 2026, 6 - 8am Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290411689,1290411689,"Friday, January 30, 2026, 6 - 8am Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290434103,1290434103,"Saturday, January 31, 2026, 8 - 11am Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
WBB Pregame Meal,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1338630753,1338630753,"Sunday, January 25, 2026, 9:30 - 10:30am Woodruff PE Center Large class room"
Sunrise Yoga (Savvy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346500502,1346500502,"Monday, January 26, 2026, 7:15 - 8:05am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Stretch & Restore (Maki),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346500505,1346500505,"Tuesday, January 27, 2026, 7:15 - 8:05am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Sunrise Yoga (Savvy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346500507,1346500507,"Wednesday, January 28, 2026, 7:15 - 8:05am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Stretch & Restore (Maki),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346500510,1346500510,"Thursday, January 29, 2026, 7:15 - 8:05am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Track & Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1345033087,1345033087,"Friday, January 30, 2026, 8am - 3pm Woodruff PE Center Mcdonough Field"
WTEN Scrim vs Tenn Wesleyan,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346172084,1346172084,"Saturday, January 31, 2026, 9:30am - 1:30pm Woodruff PE Center All Indoor Tennis courts"
Dance Net,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1350990071,1350990071,"Sunday, January 25, 2026, 10am - 1pm Woodruff PE Center - Dance Studio"
Rise & Ride (Cecilia),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346437053,1346437053,"Monday, January 26, 2026, 7:15 - 8:05am Woodruff PE Center Cycling Studio"
Rise & Ride (Lauren),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346500852,1346500852,"Tuesday, January 27, 2026, 7:15 - 8:05am Woodruff PE Center Cycling Studio"
Rise & Ride (Cecilia),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346437054,1346437054,"Wednesday, January 28, 2026, 7:15 - 8:05am Woodruff PE Center Cycling Studio"
Track & Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1345033086,1345033086,"Thursday, January 29, 2026, 8am - 3pm Woodruff PE Center Mcdonough Field"
MATH 212L 1 3146,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1325037410,1325037410,"Friday, January 30, 2026, 10 - 11:15am Woodruff PE Center - Dance Studio"
Dance Net,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1350990072,1350990072,"Saturday, January 31, 2026, 10am - 3pm Woodruff PE Center - Dance Studio"
WTEN Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1342408553,1342408553,"Sunday, January 25, 2026, 10am - 1pm Woodruff PE Center All Indoor Tennis courts"
Track & Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1345033083,1345033083,"Monday, January 26, 2026, 8am - 3pm Woodruff PE Center Mcdonough Field"
Track & Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1345033084,1345033084,"Tuesday, January 27, 2026, 8am - 3pm Woodruff PE Center Mcdonough Field"
Track & Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1345033085,1345033085,"Wednesday, January 28, 2026, 8am - 3pm Woodruff PE Center Mcdonough Field"
PE 167 4 3914,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1338681519,1338681519,"Thursday, January 29, 2026, 8:30 - 9:45am Woodruff PE Center Aerobics Room"
PE 116 1 3888,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1337685620,1337685620,"Friday, January 30, 2026, 11:30am - 12:20pm Woodruff PE Center Cycling Studio"
Foundational Clinic,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346689186,1346689186,"Saturday, January 31, 2026, 10am - 4pm Woodruff PE Center Aerobics Room"
MBB Pregame Meal,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1336636878,1336636878,"Sunday, January 25, 2026, 10 - 11am Woodruff PE Center small class room"
PE Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346728125,1346728125,"Monday, January 26, 2026, 8:30 - 11am Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
PE 167 4 3914,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1338681518,1338681518,"Tuesday, January 27, 2026, 8:30 - 9:45am Woodruff PE Center Aerobics Room"
PE 285 1 5750,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1334160959,1334160959,"Wednesday, January 28, 2026, 8:30 - 9:20am Woodruff PE Center Cycling Studio"
PE 199 2 4023,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1321089722,1321089722,"Thursday, January 29, 2026, 10 - 11:15am Woodruff PE Center Large class room"
DANC 323R 1 3085,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1321090246,1321090246,"Friday, January 30, 2026, 11:30am - 12:45pm Woodruff PE Center - Dance Studio"
Rise & Ride (Cecilia),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346500854,1346500854,"Saturday, January 31, 2026, 10:15 - 11:05am Woodruff PE Center Cycling Studio"
WBB v Carnegie,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1292105743,1292105743,"Sunday, January 25, 2026, 10am - 5pm Woodruff PE Center Court #2, Woodruff PE Center Court #1, Woodruff PE Center Court #3, Woodruff PE Center Court #4, Woodruff PE Center Arena Court"
PE Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346727512,1346727512,"Monday, January 26, 2026, 8:30 - 11am Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
PE 161 1 4018,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1337683734,1337683734,"Tuesday, January 27, 2026, 10 - 11:15am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
PE Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346728126,1346728126,"Wednesday, January 28, 2026, 8:30 - 11am Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
DANC 121R 1 3034,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1326405101,1326405101,"Thursday, January 29, 2026, 10 - 11:15am Woodruff PE Center - Dance Studio"
Barre Sculpt (Avery),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346501654,1346501654,"Friday, January 30, 2026, 12 - 12:40pm Woodruff PE Center Aerobics Room"
Yoga Sculpt (Audrey),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1346500513,1346500513,"Saturday, January 31, 2026, 11:30am - 12:20pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
